lig_id,zinc_id,can_smiles,zinc_bin
Z31993,426719767,O=C(c1cncc(=O)[nH]1)N1CCN(CC2CC2)[C@H](CCO)C1,DB
Z31994,77521377,Cn1c(=O)[nH]cc(CC(=O)N2CCCN(c3ccc(F)cc3)CC2)c1=O,FC
Z31995,1565525320,O=C(NC[C@H]1CCNC[C@@H]1O)c1cc(O)ccc1F,CC
Z31996,1875249647,CC[C@H]1[C@@H](C(=O)NCCc2cscn2)C[C@H]2CN(C(=O)c3ccc[nH]3)CC(=O)N21,HD
Z31997,12308003,c1cncc(OC2CCN(Cc3nc(-c4cnccn4)no3)CC2)c1,ED
Z31998,2325849748,CC1(C)[C@@H](O)C[C@]1(N)C(=O)NCCn1ncc2ccccc2c1=O,EC
Z31999,1506431531,COc1ccccc1CN1C[C@@H](C(=O)Nc2cnn3c2NCCC3)CC1=O,FD
Z32000,1529093880,CC(=O)NCC(=O)N[C@H]1COC[C@H]1Cc1ccnc2ccccc12,ED
Z32001,2383348855,COCc1nc2c(o1)CCN(S(=O)(=O)[C@@H]1CCS(=O)(=O)C1)C2,FB
Z32002,2382299284,COc1ccc([C@H]2CN(C(=O)CCc3nc(O)n[nH]3)Cc3nc[nH]c32)cc1,FD
Z32003,32586993,Cc1nn(C)c(C)c1[C@H](C)n1cnc2cnccc2c1=O,CD
Z32004,2386270618,Cc1nc(O)nc(C)c1CCC(=O)N1CCc2oc([C@@H]3CCOC3)nc2C1,FD
Z32005,2382433869,CN1C[C@H]2CN(C(=O)c3cccnn3)C[C@H]2[C@@H]1c1ccccc1,DD
Z32006,1857694962,Cc1nn(C)c2c1[C@H](NC(=O)Cn1nc3ccccc3n1)CCC2,DD
Z32007,252482713,CC[C@@H](C)c1ccc(NC(=O)CN2CC(O)C2)cc1,CD
Z32008,216484224,Cc1nc(CNC(=O)c2[nH]nc(N)c2Cl)nc2c1CCCC2,DD
Z32009,23192805,Cn1nc(C(F)(F)F)c2cc(C(=O)NCCc3cc(=O)[nH]cn3)sc21,FD
Z32010,534676915,Nc1ncccc1CNC(=O)CCc1cc(Cl)no1,CD
Z32011,2382422586,Cc1cc(=O)cc(C(=O)N2C[C@@H]3[C@H](CNC(=O)c4ccc[nH]4)[C@H]4CC[C@]3(C2)O4)o1,GD
Z32012,91677624,O=C1CNC[C@H](C(=O)N2CCCC(c3ccccc3)(c3ccccc3)C2)N1,FD
Z32013,351108,CCCn1c(N2CCOCC2)nc2c1c(=O)n(C)c(=O)n2C,DB
Z32014,6492397,Cc1ccc(NC(=O)COC(=O)CCc2c[nH]c(=O)[nH]2)cc1,DD
Z32015,917434,Cn1c(=O)c2c(ncn2CC(=O)Nc2nnc(C(C)(C)C)s2)n(C)c1=O,GC
Z32016,67559133,CCCc1ncncc1C(=O)N1CCN(C)[C@@H](C(=O)O)C1,CC
Z32017,1857674236,CC[C@H]1C[C@@H](O)CC2(CCN(Cc3ccnn3C)CC2)O1,CD
Z32018,23582093,O=C(NCCc1cc(=O)[nH]cn1)c1ccc(-c2noc(C3CC3)n2)cc1,FD
Z32019,299791909,Cc1cc(O)nc(NCCNC(=O)[C@@H]2CCCN2S(C)(=O)=O)n1,EB
Z32020,1940194962,COc1cccc(CC(=O)N[C@@H]2CC[C@H](C(=O)NCc3nc[nH]n3)C[C@H]2O)c1,GC
Z32021,1800411137,c1ccc(C[C@H]2Cc3nnc(Cn4ccnc4)n3C2)cc1,CD
Z32022,71419043,Cc1c(C(=O)O)sc2ncnc(N3CCN[C@@H](C(=O)O)C3)c12,DC
Z32023,6447503,Cn1c(=O)c2c(nc3n2C(c2ccccc2)=NCCCS3)n(C)c1=O,FD
Z32024,5710693,Cc1ccc2nc(Cl)c(C=C3C(=O)NC(=O)NC3=O)c(=O)n2c1,EC
Z32025,67833471,CN1CCc2n[nH]c(C(=O)N3CCC[C@H](c4ccn[nH]4)C3)c2C1,DD
Z32026,97785009,CCc1ccccc1N1CCN(C(=O)[C@@H]2CCCN(C(=O)COC)C2)CC1,FD
Z32027,95362119,COc1cccc2c1OC[C@H](CNC(=O)CCn1c(C)cccc1=O)C2,FD
Z32028,215059933,CN(C)[C@@H]1CCN(Cc2cnc(N3CCCC3)s2)C1,CD
Z32029,1857721172,CN(C)C[C@@H]1OCCN(C(=O)c2cncc(O)c2)[C@H]1c1ccccc1,ED
Z32030,72423128,C[C@]1(C(=O)N2CCC(Oc3ccccc3)(C(=O)O)CC2)CCCNC1,ED
Z32031,1529091748,CC(C)n1cnnc1CN(C)c1cncc(C(=O)N2CCCC2)n1,ED
Z32032,71765426,COc1nc2c(cc1CNC(=O)[C@H](C)NC(C)=O)C(=O)N(C1CCCC1)C2,FD
Z32033,534637732,Cc1nc[nH]c1C(=O)NCC1(CO)CCOCC1,CC
Z32034,2169536,NCCCCNS(=O)(=O)c1ccc2ccccc2c1,CD
Z32035,95358011,Cc1nnc(N2CCC[C@@]3(CCC(=O)N(C(C)C)C3)C2)o1,CD
Z32036,247463,Cc1cc(C)c(S(=O)(=O)N[C@@H]2CCSC2=O)c(C)c1,CD
Z32037,77320074,O=C(CN1CCOC1=O)N1CCCN(Cc2cccs2)CC1,DD
Z32038,299790494,Cc1cc(C)c(CC(=O)N2CCN3C(=O)CNC(=O)[C@@H]3C2)c(C)c1,EC
Z32039,97657101,O=C(Cc1ccc(-n2cnnn2)cc1)N1CCC[C@@H](c2cc(=O)[nH]cn2)C1,FC
Z32040,15072227,COc1ccc(CN2CCNC(=O)[C@@H]2CC(=O)N(C)Cc2cc(C)no2)cc1OC,HD
Z32041,77388453,CCN1CCN(C(=O)[C@@H]2[C@@H]3C=C[C@@]4(CN(CCOC)C(=O)[C@H]24)O3)CC1=O,FB
Z32042,53022903,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C,CD
Z32043,222333339,Cc1ccc(O[C@H]2COCC[C@H]2NC(=O)CN2CC(=O)NC2=O)cn1,EB
Z32044,2356140429,COC[C@@]12COC[C@@H]1CN(c1nc(=N)[nH]c(C)c1Cl)C2,CC
Z32045,426632929,Cc1cc(=O)c(C(=O)NCC[C@@H]2CCCOC2)c(C)[nH]1,CD
Z32046,1772805915,CCCc1ccc(CN2C[C@@H]3CN(C(=O)Cn4ncnn4)C[C@]3(CN(C)C)C2)o1,HC
Z32047,91425572,Nc1nc2c(c(C(=O)N3CCC[C@@]4(CCC(=O)N(C5CC5)C4)C3)n1)CCCC2,GD
Z32048,221272580,O=C(NCCn1[nH]c(=O)c2ccccc2c1=O)[C@@H]1CCc2ccccc2O1,FD
Z32049,299770318,Cn1ncc2cc(NC(=O)NC3CCOCC3)ccc21,CD
Z32050,140289,Cn1nccc1C(=O)NCCN1C(=O)OC2(CCCCC2)[C@@]1(C)O,ED
Z32051,91625669,CCc1ccc(Cn2ncnc2Cc2c[nH]c(=O)n(C)c2=O)cc1,EC
Z32052,71629143,COc1cc(-c2nc(CCN)n[nH]2)cc(OC)c1OC,CC
Z32053,16652356,COCCNC(=O)c1ccc(F)c(S(=O)(=O)N2CCCCC2)c1,ED
Z32054,2382413739,NCc1ccc(C(=O)NC[C@H]2CC[C@@H](CC(=O)N3CCOCC3)N2CC2CC2)cc1,HD
Z32055,219929614,Cc1cccc(N2CCN(CC(=O)N3CCC[C@]4(CNC(=O)O4)C3)CC2)c1,FD
Z32056,2100547894,CN1CC[C@H](O)[C@H](C(=O)NCCCNc2cccnc2)C1,CC
Z32057,222352503,O=C(N[C@H]1CCN(C(=O)Cc2ccncc2)C[C@@H]1O)c1ccncc1,EC
Z32058,821209096,C[C@H](O)CN(C[C@H](C)O)C1CCN(CCc2ccccc2)CC1,DD
Z32059,100053069,COc1ccc(C(=O)NN2C(=O)[C@@H]3[C@@H](C2=O)[C@H]2C=C[C@H]3C2)cc1,DD
Z32060,6846265,Cc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1C,GD
Z32061,19228637,O=C(c1cccc(-n2cccn2)c1)N1CCO[C@H](CCO)C1,DD
Z32062,190864,CCN(CC)CC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,DD
Z32063,2325802762,Cn1cc(OC2CN(c3ccc(S(C)(=O)=O)cc3S(C)(=O)=O)C2)cn1,GC
Z32064,67788628,CCC[C@@H](NC(C)=O)C(=O)N1Cc2cnc(CC)nc2C1,CD
Z32065,1565507161,Cc1nonc1C(=O)N[C@H]1COCC[C@@H]1OCc1ccccn1,DC
Z32066,6372155,COC(=O)c1nc(NC(=O)c2ccccc2Cl)n[nH]1,CD
Z32067,1940194757,COC(=O)c1cc(OC)cc(C(=O)N[C@H]2C[C@H](C(=O)N3CCCC3)C[C@@H]2O)c1,GC
Z32068,2384432819,COC(=O)c1cc(C)nc(N2CC[C@](c3ccccc3)(N(C)C)[C@@H](O)C2)n1,FD
Z32069,16579619,O=S(=O)(Cc1ccc(Cl)cc1Cl)NCCN1CCOCC1,FD
Z32070,72174193,CN(C)S(=O)(=O)NC[C@]1(O)CCCN(C(=O)Cc2cccs2)CC1,GC
Z32071,48428350,Cc1cn(CC(=O)Nc2cc(C)nn2-c2ccccn2)cn1,CD
Z32072,584902372,Cc1nonc1CNC(=O)Cc1cnc2c(C)cccn12,CD
Z32073,1704354967,Cc1ccc(S(=O)(=O)N2C[C@H]3COC[C@@H](C2)C(=O)N3C)cc1C,EC
Z32074,1857675844,O=C(c1n[nH]c2c1CCC2)N1CCN2C(=O)OC[C@]2(Cc2ccccc2)C1,FD
Z32075,71524242,O=C(O)C1(O)CCN(c2nnnn2-c2ccc(Oc3ccccc3)cc2)CC1,GD
Z32076,426486188,CN(CCNc1cc([C@@H]2CCOC2)ncn1)C(=O)c1n[nH]c2c1CCC2,FC
Z32077,3238250,CN(C)CCNC(=S)NC(=O)c1ccccc1,CC
Z32078,534646645,O=C(NC1CCN(C(=O)N2CCCC2)CC1)[C@H]1C=CCN1,CC
Z32079,12474765,O=C(NCC1CCOCC1)c1cc(COc2ccc(-n3cncn3)cc2)on1,GD
Z32080,17112487,CCOC(=O)c1sc(NC(=O)CSc2nc(N)cc(=O)[nH]2)nc1C,FD
Z32081,2382301832,CCCc1nc(C)cc(N2CCC3(CC2)OCC[C@H](O)[C@@H]3O)n1,DD
Z32082,223270733,CSc1ncccc1C(=O)NCc1noc([C@@H]2CCCO2)n1,DD
Z32083,1529120355,CCc1nc(C)c(CN2C[C@@H](O)[C@H](Cc3ccccn3)C2)[nH]1,DD
Z32084,1857728962,CC(C)[C@H]1CN2C[C@@H](NC(=O)c3ccccc3-n3cncn3)C[C@H]2CO1,FD
Z32085,10111614,CN(C)CCNC(=O)c1ccc(N(C)S(C)(=O)=O)cc1,CC
Z32086,247351904,O=S1(=O)C[C@@H]2[C@H](C1)N(Cc1ccccc1)CCN2CC1CC1,DD
Z32087,2325808689,O=C([C@@H]1CN2CCN1CC2)N1CCCC[C@H]1Cc1ccc(-c2nn[nH]n2)cc1,GC
Z32088,2688876,O=C(C[C@H]1SC(=O)NC1=O)Nc1ccc(NC(=O)C[C@H]2SC(=O)NC2=O)cc1,HD
Z32089,3284954,O=S(=O)(c1ccc2ncn(O)c2c1)N1CCOCC1,CC
Z32090,1565528078,Cc1noc(CN2CCN(C(=O)c3ccccn3)[C@H]3CS(=O)(=O)C[C@H]32)n1,GB
Z32091,55100082,CCS(=O)(=O)N1CCN(C(=O)[C@@H]2CCCN(Cc3ccco3)C2)CC1,FC
Z32092,181724012,CCc1nc(CN2CCCC[C@@H]2CN2CCOCC2)n[nH]1,CD
Z32093,2382341436,Cc1nc2ccnn2c(NC[C@@H](O)c2cccc(O)n2)c1C,CD
Z32094,1857736483,CCC[C@@]1(CO)CN(C(=O)CCNC(=O)c2ccc(F)cc2)CC[C@H]1O,FD
Z32095,426410424,CN1C[C@@H](CN(C)C(=O)c2ccc(Cl)cc2OCCCN)CC1=O,FD
Z32096,91321708,COC(C)(C)C(=O)N[C@H]1CN(c2ccncc2F)C[C@@H]1C1CC1,DD
Z32097,95379915,CC(=O)c1ccc(CN2C[C@H](CO)[C@H](CN3CCC(O)CC3)C2)cc1,ED
Z32098,217654238,Cc1oncc1C(=O)NC[C@@H]1CC(=O)N(C)c2ccccc21,CD
Z32099,77421947,O=C(c1ncoc1C1CC1)N1CCOC[C@@](O)(CN2CCCC2)C1,EC
Z32100,2382424826,CCOCC(=O)N1CCN(CC(=O)Nc2ccc(C(N)=O)cc2)[C@H](C)[C@H]1C,GC
Z32101,2382340644,Oc1cccc([C@H](O)CN=c2nc(-c3ccccc3)[nH]o2)n1,CD
Z32102,2382305825,COc1ccc(CC(=O)N2CC[C@@H](O)[C@H](C(=O)O)C2)cc1OC,DC
Z32103,426486022,Cc1nccn1CCN(C)C(=O)c1cn(C(C)C)cc(C(=O)O)c1=O,ED
Z32104,71497684,COc1cc(F)c(CN2CCN[C@@H](C(=O)O)C2)cc1OC,CC
Z32105,97805680,O=C(c1cc[nH]n1)N1CCN(Cc2cnn3cccnc23)C[C@@H](O)C1,EB
Z32106,72457464,CSCc1ccc(C(=O)N2CC[C@@H]3[C@@H](CCC(=O)N3CCN)C2)o1,FD
Z32107,1772706397,NC1(C(=O)N2CCC([C@@H](O)CO)CC2)CCCC1,CB
Z32108,91848203,CNC(=O)CN1C[C@H](c2ccc(C)o2)[C@@H](NC(=O)C2CCOCC2)C1,EC
Z32109,91326694,CCn1nc(C(C)C)cc1C(=O)N[C@@H]1CNCC[C@H]1O,CC
Z32110,45023656,Nc1nc(Cl)cc(N2CCN(c3ccccn3)CC2)n1,CD
Z32111,96032037,COc1cc(-n2ccc(I)n2)ccn1,DD
Z32112,1857734052,CN(C)C[C@@H]1OCCN(C(=O)c2ccncc2Cl)[C@H]1c1cnn(C)c1,FD
Z32113,1857723516,C[C@H]1CN2C[C@H](NC(=O)/C=C/c3ccccc3)C[C@H]2CO1,CD
Z32114,77406371,CCCn1cc(C(=O)N2CCN([C@H]3CN4CCC3CC4)CC2)c(C)n1,ED
Z32115,72432549,OC[C@@]1(O)CCCN(Cc2cnc(NCc3ccccc3)nc2)C1,ED
Z32116,1800414539,O=C(COc1ccc(CN2C[C@H]3C[C@@H](O)C[C@H]3C2)cc1)NC[C@@H]1CCCO1,FD
Z32117,67754687,CNC(=O)C(C)(C)N(C)C(=O)c1cc(COc2ccccc2OC)[nH]n1,FD
Z32118,426503087,NC(=O)[C@H]1CCCN(CCNC(=O)c2ccc(-c3cc(N)ncn3)cc2)C1,FC
Z32119,426544644,Cc1nc([C@H]2CCCN2C(=O)C2CCN(C3CCOCC3)CC2)n[nH]1,ED
Z32120,65453298,Cc1cc(C)n(CCNC(=O)CC(=O)Nc2ccccc2C)c(=O)n1,ED
Z32121,91665701,COc1c[nH]c(C(=O)N2CCC[C@](CO)(CC3CC3)C2)cc1=O,DD
Z32122,584884415,O=C(CCc1cccc(O)c1)NCC[C@H](O)CO,CC
Z32123,91872916,CN1CCN(C(=O)C2(C(N)=O)CC2)C[C@@]12CCNC(=O)CC2,DB
Z32124,95526183,COc1cc(N(C)Cc2cccc(-n3cccn3)c2)nc(N)n1,DD
Z32125,95352664,Cc1cn2c(=O)cc(CN3C[C@H]4CC[C@@H]3CN(S(C)(=O)=O)C4)nc2s1,GC
Z32126,426492728,Cc1nc([C@H]2CCOC2)cc(N2CCC(CN)CC2)n1,CD
Z32127,72407187,CNC(=O)Cn1nc(C(=O)N2CCO[C@H](C(=O)N3CCCCCC3)C2)cc1C,GC
Z32128,952986953,Cc1nn(C)cc1C(=O)NC[C@H]1CCCN(c2ccncc2)C1,DD
Z32129,20869092,CCn1nc(C(=O)NC)c2c1CC[C@@H](NCCCSC)C2,DD
Z32130,8234858,CCN(Cc1ccccc1)C(=O)[C@@H]1CC(=O)N([C@H](C)COC)C1,DD
Z32131,97717301,CNc1ncccc1C(=O)N1CC(N2CCCC[C@@H]2C)C1,CD
Z32132,65397145,Cc1c(C(=O)N2CCN3C(=O)CNC(=O)[C@@H]3C2)cnn1-c1ccccn1,FB
Z32133,91635826,Cc1cc(=O)c(C(=O)N2C[C@H]3CC[C@@H]2CN(C(=O)c2cnccn2)C3)c[nH]1,FC
Z32134,77354029,Cc1nc[nH]c1C(=O)N1CCC(c2nnc(CN3CCCC3)n2C)CC1,FD
Z32135,2100557187,O=C(c1cc2c(nc1O)CCCC2)N1CCC[C@]12CCCN(CCO)C2=O,FD
Z32136,82156488,O=C(NCc1cc2n(n1)CCCNC2)NC1CCCC1,CD
Z32137,426571848,Cc1ccc(N2C[C@@H](NC(=O)CSc3nnc(C)o3)CC2=O)cc1,ED
Z32138,71765255,CCn1c(CC2CCN(Cc3nc4ccccc4[nH]3)CC2)n[nH]c1=O,ED
Z32139,91468634,COCCN1CCC[C@@]2(CCN(Cc3cc(=O)nc(C)[nH]3)C2)C1=O,EC
Z32140,823690234,Cc1nncn1CCN(C)C[C@H]1CCN(C)C1(C)C,CD
Z32141,97758005,O=C(c1cnc2c(O)cccn2c1=O)N1CCN([C@H]2CCCC[C@@H]2O)CC1,FC
Z32142,299800389,CN1CCC[C@H](CNC(=O)c2cc(N)cc(S(=O)(=O)NC(C)(C)C)c2)C1,GD
Z32143,91350572,Cc1cc(=O)[nH]c(CCNC(=O)c2ccc3nc(C)c(C)nc3c2)n1,ED
Z32144,2325803713,O=C(Cc1cnn(-c2ccccc2)n1)N1CC(c2cc(O)no2)C1,ED
Z32145,2779565,CCn1ncc(NC(=O)c2c(Br)cnn2C)c1C(N)=O,EC
Z32146,95511289,O=C([C@H]1CCNC1)N1CCC(c2nccn2Cc2cscn2)CC1,ED
Z32147,2382402302,O=C(c1c[nH]c(=O)cn1)N1CC[C@]2(C(=O)Nc3ccccc32)[C@@H]1c1cccnc1,GD
Z32148,77505218,CCOC(=O)C[C@@H]1CCCCN1S(=O)(=O)c1ccccc1C(=O)OC,FD
Z32149,244723865,COCCN1C[C@@H](Cc2cccc3c(N)ccnc23)CC1=O,CD
Z32150,228975,C/C(Cl)=C/Cn1c(=O)c2c(nc3n2CCS3)n(C)c1=O,DD
Z32151,670441079,COc1cccc(F)c1CN1CCC(CO)(CN(C)C)CC1,DD
Z32152,2383339223,Cc1cc(S(=O)(=O)NCC(=O)N2C[C@@H](CO)CC[C@@H](N(C)C)C2)ccc1F,HC
Z32153,680599891,CCO[C@H]1COCC[C@@H]1NC(=O)c1n[nH]c2c1CCCC2,CD
Z32154,426549928,Cc1ccnc(NCCNC(=O)CN2CCN(c3ncccn3)CC2)c1,FC
Z32155,2382406420,O=C1CN(C(=O)c2n[nH]c3c2CCN(C(=O)COc2ccc(Cl)cc2)C3)CCN1,HC
Z32156,91475677,CC1(C)CN(C(=O)c2cccc(N3CCS(=O)(=O)CC3)c2)CC[C@]1(C)O,GD
Z32157,95354565,Cc1cc(N2CCC(N3C[C@H]4CCC[C@@]4(CO)C3)CC2)nc(N(C)C)n1,FD
Z32158,16623239,CCCN(C)S(=O)(=O)c1cccc(C(=O)N2CCC(C(=O)O)CC2)c1,FD
Z32159,1704343383,CN1CCC[C@]2(CO)CCN(C(=O)Cc3cccc(F)c3)C[C@@H]12,DD
Z32160,952869621,COc1cc(C(=O)N(C)Cc2c[nH]nc2C)ccn1,CD
Z32161,534640961,CCCn1cc(S(=O)(=O)N[C@@H](C)c2nc(C)no2)cn1,CD
Z32162,215932922,COc1cccc2c1OCCCN(C(=O)c1c[nH]c(=O)cn1)C2,DD
Z32163,2325785013,O=C(Cc1ccoc1)N=S1(=O)CCC2(CC1)CN(C(=O)C1(F)CC1)CCO2,GD
Z32164,670457674,CCCCn1nc(C)nc1[C@H]1CCCN(CC(N)=O)C1,CD
Z32165,426537926,Cc1ccccc1[C@]1(O)CCN(C(=O)NCc2cnn(C)c2C)C1,ED
Z32166,1857726877,Cc1cc(=O)c2ccccc2n1CC(=O)N[C@H]1C[C@H]2CO[C@H](C(C)C)CN2C1,GD
Z32167,19331009,CC12CN3CC(C)(CN(C1)C3c1cccs1)C2N,CD
Z32168,65397753,CCc1nc(C)c(C(=O)N[C@@H]2CN(C)S(=O)(=O)c3ccsc32)o1,FD
Z32169,39519040,Cc1cc(CN2CCN(C3CCN(C(C)C)CC3)[C@H](CCO)C2)[nH]n1,ED
Z32170,6900004,CCCn1c2ccccc2c2cnn(CC(=O)N3CCOCC3)c(=O)c21,FD
Z32171,91302933,O=C1CO[C@]2(CN1)COCCN(C(=O)OCc1ccccc1)C2,DC
Z32172,72135439,CN(CC(=O)N[C@@H]1CC(=O)N(Cc2cccc(F)c2)C1)C1CCCC1,ED
Z32173,2356169003,O=C1OC[C@H]2CN(Cc3cc(=O)n4nc(C5CC5)sc4n3)C[C@@H]12,EC
Z32174,2356169296,Cc1ncsc1C(=O)NC[C@@H]1[C@@H](c2ccccc2)[C@]12CN(CC(N)=O)C[C@@H]2O,HC
Z32175,1857783059,O=C1CC[C@@H](N2Cc3cccc(Br)c3C2=O)C(=O)N1,DD
Z32176,216029356,COc1cc(CN2CCN3C(=O)CNC(=O)[C@@H]3C2)ccc1OCC=C(C)C,FD
Z32177,534574440,CC(C)c1cc(C(=O)N[C@@H]2CCCNC2=O)cs1,CD
Z32178,77503682,Cc1ccc2nc(CCCNC(=O)c3cn(CCN)nn3)[nH]c2c1C,ED
Z32179,82099653,O=C(CCn1cnnn1)N1CCN(c2ccccc2-c2ccccc2)C(=O)C1,GD
Z32180,828748500,O=C1CCCCN1CCCC(=O)N1CCCC[C@@H]1CCCO,DD
Z32181,95382497,Cc1ncc(S(C)(=O)=O)c(N(C)Cc2ccc3nsnc3c2)n1,ED
Z32182,1565525971,COc1cc(CNC(=O)N(C)[C@H]2CS(=O)(=O)C[C@@H]2O)ccc1OC(C)C,GC
Z32183,534676039,COCCN(C)CC(=O)NC[C@@H]1CCN(C2CCCC2)C1,CC
Z32184,2382366600,O=C1CCc2cc(S(=O)(=O)N3C[C@H]4CCOC[C@@]4(C(=O)O)C3)ccc2N1,GC
Z32185,1857701778,Cc1ncc(C(=O)N[C@@H]2CN(Cc3c[nH]nc3-c3cccc(F)c3)CC[C@@H]2O)cn1,HD
Z32186,1565506368,Cn1cnc(S(=O)(=O)N[C@H]2[C@H](Cc3ccccc3)[C@@H]3OCC[C@H]23)c1,ED
Z32187,2382408799,COC(=O)C[C@@H]1CC[C@H](CNC(=O)COc2cccc(F)c2)N1C,ED
Z32188,2332237616,CCCN1CCC[C@H]1CNC(=O)[C@@H]1CS(=O)(=O)C[C@H]1NC(=O)[C@H]1CC1(C)C,GC
Z32189,220611479,CC(C)C[C@H](CC(=O)O)NC(=O)c1c[nH]c(=O)c(Cl)c1,DD
Z32190,2382374634,O=C(O)CN1CC[C@H](O)[C@@]2(CCCN(C(=O)c3ccccc3Cl)C2)C1,FD
Z32191,83315721,CC(C)(C)OC(=O)N[C@@H]1CCN(c2cnccn2)C1,CD
Z32192,426555899,O=C(NCc1cc2n(n1)CCN(C(=O)C1CCC1)C2)c1cnn[nH]1,EC
Z32193,91587135,CCn1nc(C(C)C)cc1C(=O)NCCCOC,CD
Z32194,97529017,Cc1nc2ncccn2c1C(=O)N1CCN(c2ncccn2)CC1,DC
Z32195,1857716777,Cc1cccn2c(CNC(=O)[C@H]3CC[C@@H](O)[C@H](N)C3)cnc12,DC
Z32196,92099409,COc1cc2c(cc1CNC(=O)CC[C@@H]1NC(=O)NC1=O)OCCO2,EC
Z32197,2382297444,N=c1nc2c(c[nH]1)CC[C@]21CCCN(S(=O)(=O)c2ccc3nc(O)oc3c2)C1,HD
Z32198,67841821,CCn1c(C2CCN(C(=O)c3cccc(F)c3OC)CC2)n[nH]c1=O,ED
Z32199,95388104,NS(=O)(=O)c1ccc(F)c(C(=O)NCc2ccc3nonc3c2)c1,FC
Z32200,426593773,CC(C)n1nccc1C(=O)NCC[C@@H]1CCOC1,CD
Z32201,9299728,O=C1CCCN1c1ccc(S(=O)(=O)N2CCCC2)cc1,CD
Z32202,97574963,O=C(O)Cn1nc(C2CCOCC2)nc1CNC(=O)c1ccccc1,ED
Z32203,299796435,COCCOc1cccc(NC(=O)NCCN(C)S(C)(=O)=O)c1,EC
Z32204,95354389,O=C(CCc1cn2ccccc2n1)N1CCc2[nH]cnc2C1,CD
Z32205,20529050,O=C1C[C@H](NCCCCO)C(=O)N1c1ccc(Br)cc1,ED
Z32206,2384423133,Cc1noc(C)c1CN1C[C@H]2[C@@H](CNS(=O)(=O)C3CC3)[C@@H]3CC[C@@]2(C1)O3,GD
Z32207,437856593,CN(CCN1CCCC1)C(=O)[C@H](O)C1CCCCC1,CD
Z32208,95391438,CCN1C[C@H](C(=O)NCCS(=O)(=O)c2ccc(F)cc2)CC1=O,EC
Z32209,253535090,CS(=O)(=O)N1CCC[C@H]1C(=O)N[C@H]1C[C@H](c2cc(O)nc(C3CC3)n2)C1,GC
Z32210,55358155,O=C([C@@H]1C=CCN1)N1CCC(Cc2nnc(CO)n2-c2ccccc2)CC1,FD
Z32211,67784293,Cc1nc([C@H]2CCCNC2)cc(N2CCN(C(=O)c3ncn[nH]3)CC2)n1,FC
Z32212,2382369629,COc1ccccc1C(=O)N[C@H]1COC[C@@H]1CS(=O)(=O)N(C)C,EC
Z32213,1857738500,CCOc1ccccc1N1CCN(C(=O)[C@H]2CC[C@@H](OC)[C@H](N)C2)CC1,FD
Z32214,784178317,Cc1cnn(CCC(=O)N2CCCN(c3ncccc3F)CC2)c1,ED
Z32215,183272276,CN(C)[C@@H](Cc1ccccc1)C(=O)NCC1(CO)CCC1,CD
Z32216,4370710,CC1CCN(Cc2nc3c(c(=O)n(C)c(=O)n3C)n2C(C)C)CC1,ED
Z32217,426550389,C[C@H](Cc1cnccn1)NC(=O)N1CCSCC1,CD
Z32218,252490740,CN(CCC(=O)NCCc1c[nH]cn1)[C@@H]1CCS(=O)(=O)C1,DB
Z32219,519227,Cc1cc(=O)oc2cc(OCC(=O)O)c(OCC(=O)O)cc12,DD
Z32220,20599511,COc1cccc([C@@H]2CCCCN2C(=O)CCn2nnnc2CN2CCOCC2)c1,HD
Z32221,1857692457,N=c1[nH]c(CCNC(=O)[C@@]23CC[C@H](N4CCOCC4)C[C@H]2CCNC3)cs1,GC
Z32222,219031610,O=C(NCCn1cccn1)c1ccc(CN2CCS(=O)(=O)CC2)cc1,FC
Z32223,18117143,O=C(CSc1ncn[nH]1)NCCc1ccccc1,CD
Z32224,1875241708,CCc1ccnc(NC(=O)CNC(=O)N(C)C)c1,CC
Z32225,1506408509,Cc1nc(C)n(CCCNS(=O)(=O)N2CCCCC2)n1,DC
Z32226,299802348,CCCc1nc(NCc2cc3n(n2)CCN(S(C)(=O)=O)C3)no1,EC
Z32227,252503556,c1cn2nc(N3CCN(Cc4nnc(C5CC5)o4)CC3)ccc2n1,ED
Z32228,91778407,O=C(NC[C@H]1CCCN(c2ncccn2)C1)c1cc[nH]c1,CD
Z32229,2356143070,CN(C)C[C@H]1[C@@H]2CC[C@@]3(CN(C(=O)c4cnc(O)c(Cl)c4)C[C@@H]13)O2,FD
Z32230,1615737590,Cc1cc(C(=O)N2C[C@H](Cc3cnccn3)[C@@H](O)C2)c(C)o1,DD
Z32231,72126707,CC(C)C[C@@H](NC(=O)c1cnn2c1CCCC2)c1ncnn1C,DD
Z32232,77301300,COC(=O)NCC(=O)N1CCC[C@H](COc2cccc(OC)c2)C1,ED
Z32233,952978219,C[C@H]1CCC(=O)N1c1cccc(NC(=O)[C@@H]2CCCN(CC(N)=O)C2)c1,FD
Z32234,95500270,COCC(=O)N1CCc2[nH]cnc2C12CCN(C(=O)c1csc(C)n1)CC2,GD
Z32235,534631842,Cc1nc([C@H]2CCCN(C(=O)NCC3(CN4CCOCC4)CC3)C2)n[nH]1,FD
