lig_id,zinc_id,can_smiles,zinc_bin
Z04729,95364584,CCCN1CCC(CC(=O)N[C@H](C)c2nncn2C)CC1,CD
Z04730,2382405686,CN1CCC(C(=O)N2CC[C@]3(C(=O)Nc4ccccc43)[C@H]2c2cnn(C)c2)CC1,GD
Z04731,2382336545,O=C(c1ccc(F)cc1Cl)N1CC[C@H](O)[C@@]2(CCCNC2=O)C1,ED
Z04732,670436789,O=C(C1CCOCC1)N1CCN2C(=O)OC[C@H]2C1,CC
Z04733,95370062,Cc1ncc(S(C)(=O)=O)c(NC[C@H](c2ccccn2)N2CCOCC2)n1,GD
Z04734,55108593,CN(C(=O)C[C@H]1C(=O)NCCN1Cc1ccoc1)C1CCOCC1,EC
Z04735,71524047,CCc1nc(CNC(=O)[C@@H]2CCCN(C3CCN(C(=O)C4CC4)CC3)C2)no1,GD
Z04736,72137408,CS(=O)(=O)N1CCCN(Cc2cc3n(n2)CCNC3)CC1,DB
Z04737,95629618,O=S1(=O)N=C(N(CCO)c2ccccc2)c2ccccc21,DD
Z04738,2356168463,NC(=O)COc1ccc(S(=O)(=O)N2CCC3(CC2)OCCc2ccsc23)cc1,HD
Z04739,253535375,O=C(CNC(=O)c1ccccc1)N[C@H]1C[C@@H](c2cc(O)nc(C3CC3)n2)C1,FD
Z04740,534664009,O=C(NC[C@@H](O)c1cccc(O)c1)NCC1(Cn2cccn2)CC1,ED
Z04741,11947788,O=C(c1cn(Cc2ccc(F)cc2)nn1)N1CCN2CCC[C@@H]2C1,ED
Z04742,71404223,Cc1cccc2ncc(C(=O)NCC(=O)NC(C)(C)C)c(=O)n12,DC
Z04743,2382385563,COC(=O)CCNC(=O)[C@@H]1CC[C@H](O)[C@@H](NC(=O)c2ccc(F)cc2)C1,FC
Z04744,426439,NC(=O)C1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1,DD
Z04745,2382402955,Cn1cc([C@@H]2N(C(=O)CCN3CCCC3=O)CC[C@]23C(=O)Nc2ccccc23)cn1,HD
Z04746,1704307607,O=C(O)CN1C[C@H]2COC[C@@H]1CN(C(=O)c1ccc3c(c1)CCCO3)C2,FC
Z04747,426370925,N[C@@H]1[C@H]2CC[C@@H]1CN(C1CSCCSC1)C2,CD
Z04748,2356161649,Cc1noc(C)c1S(=O)(=O)N1CC[C@@H](O)[C@](Cc2ccccc2)(C(=O)O)C1,GD
Z04749,1506404927,NC(=O)[C@H](CO)NC1CCN(Cc2ccco2)CC1,CB
Z04750,2356163159,NCCc1ccc(-c2ccc3nc[nH]c(=NCCO)c3c2)cc1,DD
Z04751,72154912,CCO[C@H]1[C@H](NC(=O)Cn2cncn2)c2ccccc2C12CCNCC2,FD
Z04752,989517249,O=C1CC[C@@H](C(=O)N2CCCN(CC(=O)N3CCCCC3)CC2)N1,EB
Z04753,91254611,NC(=O)CN1CCC[C@@H](C(=O)NCc2cc(-c3ccccn3)no2)C1,EC
Z04754,95352435,CS(=O)(=O)N1C[C@@H]2CC[C@H](C1)N(CCC(=O)NCc1ccccc1F)C2,GD
Z04755,1940196425,COC(=O)[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@@H](O)[C@H](NC(=O)c3cccc(C)n3)C2)C1,GC
Z04756,216975432,Cc1ncc(CO)c(CN2CCN(Cc3c[nH]nn3)C[C@@H](O)C2)c1O,EB
Z04757,1857699613,COc1cc2c(cc1-c1nccn1C[C@H]1CN(C)CCO1)OCCO2,ED
Z04758,584901504,Cc1cccn2cc(CNC(=O)CCc3cn[nH]c3)nc12,CD
Z04759,12303582,COCCn1c(CN2CC[C@H](O)C2)cnc1S(=O)(=O)CC(C)(C)C,FC
Z04760,2382335092,O[C@@H]1CCC[C@@]12CCCN(c1cncc3nccn13)C2,CD
Z04761,4993941,O=C(CSc1ccc(Cl)cc1)N[C@H]1CCS(=O)(=O)C1,DD
Z04762,2382411990,CCN1C(=O)N(Cc2ccccc2)C2(CCN(C(=O)c3nc(=O)n(C)[nH]3)CC2)C1=O,HC
Z04763,17009768,Cc1cccc(NC(=O)Nc2cnn(C)c2C(N)=O)c1C,CD
Z04764,40398577,Cc1nc2nc3ccn(-c4ncn[nH]4)c(=O)c3c(-c3ccc(F)cc3)n2n1,FD
Z04765,706734037,Cc1cc(=O)c(C(=O)N[C@H]2CCOC[C@@H]2O)c[nH]1,CB
Z04766,222288204,CC(=O)c1c(C)nn(CCC(=O)NCCSc2nnnn2C)c1C,FC
Z04767,299776409,Cc1noc(C)c1CN1CC[C@@H](NC(=O)c2ccc(F)cc2F)[C@H](O)C1,FD
Z04768,426428284,OCCN=c1[nH]c([C@H]2CCOC2)cc(=NCc2cccc(Cl)c2)[nH]1,ED
Z04769,1857676939,CN1CCn2nc(C(=O)NC3Cc4ccccc4C3)cc2C1=O,DC
Z04770,91563525,COc1ccc(N2C[C@H](C(=O)NCCN3CCOC3=O)CC2=O)cc1Cl,GD
Z04771,95370667,Cc1nc2nc(CN3C[C@@H]4CC[C@H](C3)N(CC3CCC3)C4=O)cc(O)n2n1,FD
Z04772,1857723478,CN1C[C@@H](CN2CCC3(CC2)CN(Cc2ccccc2)C(=O)CCO3)CC1=O,GD
Z04773,2382386745,Cc1c(S(=O)(=O)N2CC[C@@H](O)[C@@](CC3CC3)(C(=O)O)C2)cnn1C,FC
Z04774,67447385,CNC(=O)[C@@H]1C[C@@H](N)CN1C(=O)c1cnc(N)nc1-c1ccccc1,EC
Z04775,2325772341,O=C(O)c1ccc2c(c1)OCCN2S(=O)(=O)N1CCOCC1,EC
Z04776,229157359,C[C@@H]1[C@H]2C[C@@H]([C@@H](S(=O)(=O)NC(C)(C)C)C2=O)C1(C)C,CD
Z04777,2382391176,Cc1nc(-c2cccc(C(=O)N3CCO[C@H]4CC[C@@H](C(N)=O)C[C@@H]43)c2)no1,FD
Z04778,1529178853,COc1ccc([C@H]2NC(=O)CO[C@@H]2C(=O)N(C)Cc2ccco2)cc1OC,FD
Z04779,20996839,CCn1cc(CN2CCN(Cc3cc(OC)cc(OC)c3)[C@@H](CCO)C2)cn1,GD
Z04780,72171482,CCCC(=O)NCC[C@@H]1CN(c2cnn(C)c(=O)c2)CCO1,DC
Z04781,15075622,CC(=O)NCCC1CCN(c2nc3nonc3nc2N2CCSCC2)CC1,GD
Z04782,1875247010,COc1c(C(=O)O)cc(-c2cccc(N3CCNCC3)n2)c(OC)c1OC,FD
Z04783,1857694210,Cc1cccc(C(=O)N2CC[C@@]3(C2)Cn2c(nnc2-c2ccn(C)n2)CO3)n1,GD
Z04784,220390242,COC[C@H](NC(=O)c1nnc2nc(C)ccn12)c1ccnn1C,DC
Z04785,820592986,CC(=O)Nc1ccc2nc(CN3CCN(S(=O)(=O)N4CCCC4)CC3)ccc2c1,HD
Z04786,534676262,COCCN(Cc1ccsc1)C(=O)N[C@H]1CCN(C)C1=O,DD
Z04787,2325850986,NC1(CCC(=O)Nc2ccc(O)c(C(=O)O)c2)CC1,CD
Z04788,67851342,COC(=O)[C@H](C)NC(=O)N1CCC(O)(c2ccc(C)cn2)CC1,DC
Z04789,220013230,Cc1cccc(=O)n1CCC(=O)N[C@@H]1CCOC[C@H]1Oc1ccccn1,FD
Z04790,20018427,O=C(CN1CCOCC1)Nc1ccc(Cl)cc1F,CD
Z04791,72475641,COc1cc(CC(=O)N2CCO[C@@H](C(=O)O)C2)cc(OC)c1OC,EC
Z04792,584889942,CCCc1noc(CN(C)C(=O)C2(Cn3ccnc3)CC2)n1,DD
Z04793,952967782,CC(C)c1nccn1CCCNc1cncc(C(=O)N2CCOCC2)n1,FD
Z04794,91299532,CC(C)N1CCN(C(=O)C[C@@H]2CNCCO2)CC1,CB
Z04795,426719793,Cc1noc(C)c1CC(=O)N1CCC[C@@H](c2nnc(CN3CCCC3)n2C)C1,GD
Z04796,2382370407,Cc1ccn2cc(C(=O)N3C[C@H](Cc4cc(C)no4)[C@@H](O)C3)nc2c1,ED
Z04797,368889888,Cc1nc2ccc(C(=O)N3CCN4C(=O)OC[C@H]4C3)cc2s1,DD
Z04798,72412160,O=C(c1ccc([C@@H]2CCNC2)cc1)N1CCC(N2CCC(O)CC2)CC1,FD
Z04799,72470614,CN1C[C@@]2(CCCN(c3cc(N)nc(N4CCOCC4)n3)C2)OC1=O,EC
Z04800,952854490,CCN(C)c1ccnc(C[C@@H]2CC[C@H](CN(C)CC(=O)N(C)C)O2)n1,ED
Z04801,95519377,Cc1cc(C)c2nc(C)cc(C(=O)N[C@]3(C(=O)O)CCNC3)c2c1,ED
Z04802,299755629,CC(C)(C)c1csc(CNC(=O)[C@H]2CCS(=O)(=O)C2)n1,DD
Z04803,77541172,Cc1ccc(F)c(C(=O)N[C@@H]2CCNC[C@H]2O)c1F,CC
Z04804,219615783,O=C(O)[C@H](c1ccc(F)c(CO)c1)N1CCCN(c2ncccn2)CC1,FD
Z04805,1857678460,Cc1nn(C)c2c1[C@H](NC(=O)c1nc(=O)c3ccccc3[nH]1)CCC2,ED
Z04806,617883437,CO[C@@H]1CS(=O)(=O)C[C@H]1NC(=O)c1cccnc1C,CB
Z04807,2356169281,O=C(c1ccc(C(=O)N2C[C@H]3COC[C@@]3(CO)C2)cc1)N1CCOCC1,FC
Z04808,2356138433,CCC(=O)NC[C@@H]1[C@@H](c2ccccc2)[C@]12CN(c1ncccc1C(=O)O)C[C@H]2O,GD
Z04809,405431,Cc1ccc(S(=O)(=O)NN2CCS(=O)(=O)[C@@H](C)C2)cc1,DC
Z04810,952987430,O=C(NCC1CCN(C(=O)c2cncc(O)c2)CC1)c1ccco1,ED
Z04811,670472069,Cc1csc(CN(C)Cc2c(CO)cnc(C)c2O)n1,CD
Z04812,259471959,COC(=O)C1(O)CN(C(=O)OCc2ccccc2)C1,CC
Z04813,95510761,Cc1cc(N2CCC(NCCOc3nonc3C)CC2)nc(N(C)C)n1,FD
Z04814,91493025,COc1cc(C(=O)N2CCN(CC(=O)N3CCCCC3)CC2)ccn1,EC
Z04815,67841032,CCN(CC)C(=O)[C@@H]1C[C@H](N)CN1S(=O)(=O)c1ccc(C)s1,ED
Z04816,670452164,Cc1nn(C)cc1NC(=O)CN(C)Cc1cnc2ccccc2n1,DD
Z04817,2382369161,CN1CCC[C@@]2(CO)CCN(C(=O)c3nc4ncccn4n3)C[C@H]12,EC
Z04818,1529187332,Cc1cc(=O)n(CCN2CC[C@](C(=O)O)(c3ccccc3)C2)c(O)n1,EC
Z04819,1772705729,Cc1cnc(C(=O)N2CCCN(C(=O)CCc3c(C)nn(C)c3C)CC2)cn1,GD
Z04820,1704312625,O=C(O)CCCC(=O)N1CC[C@](Cc2ccccc2)(C(=O)O)[C@H](O)C1,ED
Z04821,2356146729,O=C(CCc1ccc(O)cc1)N1CC[C@@H](O)[C@@]2(CCCNC2=O)C1,EC
Z04822,223117855,Cc1cc(Cl)ccc1C(=O)N[C@@H]1CCOC[C@H]1OCCO,DD
Z04823,952965009,CCCN1CCC[C@H](NC(=O)/C=C/c2cnc(N)nc2)C1,CD
Z04824,202094201,CC(C)(C)OC(=O)N1C[C@H](O)[C@H](O)[C@H]1C(=O)OCc1ccccc1,ED
Z04825,915232,CCOC(=O)CN1C(=O)[C@@](O)(CC(=O)c2cccc(N)c2)c2ccccc21,FD
Z04826,1772813085,CN1CC2(CCN(C(=O)[C@H]3CCCN(c4ccccn4)C3)CC2)OCC1=O,FD
Z04827,74686051,CC(=O)N1CCC[C@H](C(=O)N2CCN(c3ncccn3)CC2)C1,DC
Z04828,67692466,CCc1nnc(CN(C)[C@H]2CCc3c(c(C(=O)O)nn3CC)C2)o1,ED
Z04829,77406035,O=C(NCCN1CCOC1=O)c1cc(-c2ccccc2)on1,DD
Z04830,215935694,CCn1nc(CO)c2c1CCN(Cc1cccc3nonc13)C2,DD
Z04831,91706502,CC[C@@H](O)Cn1ncnc1CN(C)Cc1cccnc1,CD
Z04832,2382362242,COC[C@H]1[C@H](NC(=O)c2cn3c4c(cccc4c2=O)CC3)[C@H]2CCO[C@H]21,FD
Z04833,900329,CCCN1CCC(N2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,FD
Z04834,71763105,CC(C)(CO)CNC(=O)c1cc(COc2cccc(F)c2)[nH]n1,DD
Z04835,3152399,CC(=O)NC1(NC(C)=O)C[C@H](c2ccccc2)N(C)C[C@H]1C,DD
Z04836,2386270349,Cc1nc2c(c(N3C[C@@H]4C[C@H](C3)[C@@H]3CCCC(=O)N3[C@H]4CO)n1)CCNC2=O,GC
Z04837,2325804939,CC(C)(C)OC(=O)Nc1ccc(CNC(=O)CN2C[C@H]3C[C@H]3C2)cn1,ED
Z04838,455014,Cc1c(O)nc(SCC(N)=O)n(-c2ccccc2)c1=O,CC
Z04839,1857715437,Cc1nc(O)c2c(n1)C1(CC2)CCN(C(=O)CCNS(C)(=O)=O)CC1,FC
Z04840,91644802,CC[C@@H](C)C(=O)N1CCCn2nc(CCC(=O)NC3CC3)cc2C1,ED
Z04841,71756801,Cc1ccc2[nH]nc(C(=O)N3CCN[C@@H](C(=O)O)C3)c2c1,CC
Z04842,1857669891,Cc1cnnc(N2CCC3(CC2)CO[C@H](CN)C3)c1C,CD
Z04843,426620019,CCCN1C[C@H](NC(=O)c2ccc(-c3ccc(C(N)=O)o3)cc2)CC1=O,FD
Z04844,426489362,CN(CC(=O)N1CC[C@@H]1c1ccc(F)cc1)C(N)=O,CD
Z04845,2382396580,Cc1cc(N2CC[C@@H](O)[C@@](Cc3cccc(F)c3)(C(=O)O)C2)ncn1,ED
Z04846,97785435,O=C(NCCN1CCCC[C@@H]1CO)c1ccc2ncsc2c1,DD
Z04847,952860243,CS(=O)(=O)c1ccc(CC(=O)N2CCc3nc[nH]c3[C@@H]2c2cccnc2)cc1,GD
Z04848,827881228,CN(C[C@@H]1Cc2ccccc2O1)C(=O)CCCN1CCCC1=O,DD
Z04849,19972538,COc1cc(OC)cc(N2C(=O)C[C@H](N3CCC(C(N)=O)CC3)C2=O)c1,FC
Z04850,1615963482,Cc1ocnc1C(=O)N1C[C@H](Cc2cnccn2)[C@@H](O)C1,CC
Z04851,97402447,CN1CCc2n[nH]c(C(=O)NCc3nc(Cc4cccs4)no3)c2C1,FD
Z04852,1001111174,Cn1nccc1CN1CCC(CNC(=O)C2CCC2)CC1,CD
Z04853,71754474,CCCN(C)C(=O)C[C@H]1COc2ccc(C(=O)NCCOC)cc2N1C,FD
Z04854,1940198237,O=C(N[C@H]1COC[C@H]1Cc1ccncc1)c1cnc2ccccn2c1=O,FD
Z04855,11566180,CC[C@H](CO)NS(=O)(=O)c1ccc(Cl)c(OC)c1,CD
Z04856,91493669,Cc1ccc(CN2CC[C@H](N3CCN(C)CC3)[C@H](CCC(=O)O)C2)o1,ED
Z04857,1772809107,CC(C)N1C[C@H](CN2CCC(C(N)=O)CC2)CCC1=O,CC
Z04858,1940197496,Cn1c(NC(=O)CCCn2nnc(-c3ccc(F)cc3)n2)cc(=O)n(C)c1=O,GC
Z04859,2382387150,CCC[C@]1(CO)CN(c2nc(CO)cs2)CC[C@@H]1O,CC
Z04860,2382373112,Cc1[nH]c(-c2ccc(F)cc2)nc1C(=O)N1CC[C@@H]2OCC(=O)N[C@@H]2C1,FD
Z04861,1857696444,CC[C@@]12COC(=O)N1CCN(C(=O)c1n[nH]c3c1COCC3)C2,DC
Z04862,2356137729,O=C(c1cccc2c3c([nH]c12)CCCC3)N1C[C@H](O)C[C@@H](O)C1,DD
Z04863,828392507,O=S(=O)(c1cccnc1)N1CCC2(CC1)CN(Cc1ccoc1)CCO2,GD
Z04864,95519937,COCCN1CC[C@@H](CN(C)c2nc3c(s2)c(C)nn3C)C1,DD
Z04865,2384415076,CCOCC(=O)N[C@@]1(C)CC2(CCN(c3ncc(Cl)cn3)CC2)OC[C@@H]1O,GD
Z04866,222809358,O=C(Cn1cnc2ccccc21)N1CCCC[C@@H]1CN1CCOCC1,ED
Z04867,1772710625,COC(=O)N[C@@H](C)C(=O)N1CCCN(C(=O)CCn2cccn2)CC1,FC
Z04868,4582839,CCOC(=O)C(C(=O)OCC)[C@@H](C)C(=O)OCC,CC
Z04869,2356161725,CS(=O)(=O)N1CCCC[C@@H]1CCNC(=O)CCc1nc(O)n[nH]1,EB
Z04870,1772703925,CCc1cnc(N)nc1NC[C@H]1CC[C@H](C(=O)NC)CC1,CD
Z04871,96151360,CCNC(=O)[C@@H]1C[C@H](NC(=O)c2cnc(C)nc2)CN1Cc1ccc(C)o1,FD
Z04872,2384417494,Cc1cccc(=O)n1CCC(=O)N[C@@]1(c2ccccc2)CCNC[C@@H]1O,FC
Z04873,72429589,CCN1C[C@@]2(CCCN(C(=O)c3ccc[nH]3)C2)CCC1=O,CD
Z04874,1857709427,N[C@H]1CC[C@@H](n2cc(C(=O)N[C@H]3CCCCCC[C@@H]3O)nn2)CC1,ED
Z04875,2356147929,O=C1NC[C@H]2CN(C(=O)c3csc(Cc4ccccc4)n3)C[C@@H]12,ED
Z04876,2100554693,Cn1nnnc1[C@H]1CN(CC2COCCOC2)CCO1,CB
Z04877,952969611,CC(=O)NCCCC(=O)Nc1c(C)c(C)cc2nc(O)[nH]c12,DD
Z04878,426562873,CN1CCCNC(=O)C12CCN(C(=O)c1cc3cc(F)ccc3n1C)CC2,FD
Z04879,2564434,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1,HD
Z04880,426359111,C[C@H](CCN1CCOCC1)NC(=O)N1CCN(Cc2ccccc2CO)CC1,GD
Z04881,952972247,Nc1ccnc(N2CCC[C@@H](CNC(=O)c3ccncc3Cl)C2)n1,ED
Z04882,82160688,COc1cccc(N2CCN(C(=O)[C@H](C)n3nc(C)cc3C)CC2=O)c1,FD
Z04883,2356166820,Cc1cnn(CC(=O)N2CCC[C@]23CCCN([C@H]2CC[C@H](O)CC2)C3=O)c1,FD
Z04884,1857684305,O=C1C[C@H]2NCC[C@H]2N1Cc1noc(-c2cccs2)n1,CD
Z04885,1565508864,CCCS(=O)(=O)N1C[C@@H]2CC[C@H]1CN(c1cnccn1)C2,DD
Z04886,55090188,CC(C)(CO)NC(=O)C[C@H]1C(=O)NCCN1Cc1ccc(F)c(F)c1,FC
Z04887,253591911,CC1=C[C@H]2[C@@H]3C[C@@H]3[C@H]1n1c(=O)n(-c3ccccc3)c(=O)n12,CD
Z04888,19894449,COc1ccc(OC)c(C2=NO[C@H](C(=O)NCCN3CCOCC3)C2)c1,FC
Z04889,1775978623,O=C([C@H](O)c1cccc(Cl)c1)N1C[C@H]2C[C@H](O)C[C@H]2C1,CD
Z04890,426411483,CCc1ccc(-c2cc(C(=O)NCCn3ccnn3)n[nH]2)cc1,DD
Z04891,97475421,CNC(=O)C[C@H](C)N(C)C(=O)c1cc(C)c(C)[nH]c1=O,CC
Z04892,534672998,COc1ccc(F)cc1C(=O)NCCn1ccnn1,CC
Z04893,670434172,O=C(O)[C@@H](NC(=O)N1CC(Oc2ccccc2)C1)C1CC1,CD
Z04894,584886683,COCCN1CC[C@@H](CN(C)C(=O)Cc2ccncc2)C1,CD
Z04895,1704341677,CN(C)C(=O)NCC(=O)N[C@@H]1COC[C@H]1Cc1ccnc2ccccc12,FD
Z04896,2132218,C[C@@H](CNC(=O)COc1ccccc1)NC(=O)COc1ccccc1,ED
Z04897,95358291,CN1CCN(C(=O)c2ccn(C)n2)C[C@@]12CCC(=O)N(CC1CC1)CC2,FC
Z04898,71763313,CN(C)c1ncnc2c1CCN(C(=O)c1sccc1S(N)(=O)=O)C2,FC
Z04899,1529110407,Cc1cc2c(cc1CN1C[C@@H](O)[C@H](CS(=O)(=O)N(C)C)C1)OCCO2,FC
Z04900,42340680,O=C(O)[C@@H]1CC(=O)N(Cc2ccc(F)c(F)c2)C1,CD
Z04901,1772805207,Cc1ccc(S(=O)(=O)N2CC[C@@H](O)C[C@@H]2C2CC2)cc1,CD
Z04902,212528574,CCc1nccn1CC(=O)N1C[C@@H]2CC[C@H]1CN(S(=O)(=O)N(C)C)C2,FC
Z04903,9143529,Cc1cc(=O)[nH]c(SCC(=O)Nc2nnc(C)s2)n1,CC
Z04904,2382337627,CC(C)CN1C(=O)NC(=O)C12CCN(C(=O)c1cccc(O)n1)CC2,EC
Z04905,20865377,Cc1cccc(CN2CCN(C(=O)c3cnc4ccccn4c3=O)CC2=O)c1,GD
Z04906,71754465,CC(C)CCC[C@@H]1CN(C(=O)c2ccc3[nH]c(=O)c(=O)[nH]c3c2)CCO1,FD
Z04907,2325700754,O=C(NCCCO)c1cc(Br)cc2nn[nH]c12,CC
Z04908,19607017,O=C(CN1CCOCC1)Nc1ccccc1Cl,CD
Z04909,65404317,COC[C@@H](NC(=O)c1ccc(-c2ccn[nH]2)cc1)c1ccnn1C,ED
Z04910,2382363902,Cc1nccn1CC(=O)N1CC[C@]2(CO)CCCN(C)[C@H]2C1,DC
Z04911,1565507842,CNc1cc(C(=O)N2C[C@@H]3CN(C4CCCCC4)C[C@]3(C(=O)O)C2)ccn1,FD
Z04912,396978042,Cc1cc(C)c(CN[C@H](C)CS(C)(=O)=O)cn1,CD
Z04913,4216508,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,DC
Z04914,91907278,Cc1ncn(CC(=O)N2CCC3(CCC(=O)N(CCCN(C)C)C3)CC2)c1C,GD
Z04915,19881626,C[C@@H](c1ccccc1)N1C(=O)C[C@H](N2CCOCC2)C1=O,CD
Z04916,1565508438,COc1ccccc1CC(=O)N1C[C@@H]2CC[C@H]1CN(C(=O)c1cnccn1)C2,GD
Z04917,432966,COc1ccc(C(=O)NCCN(C)C)cc1OC,CC
Z04918,2382384499,O=C(N[C@H]1C[C@@H](C(=O)NCc2ccncc2)C[C@@H]1O)c1ccno1,EC
Z04919,670459791,COc1ccc(F)c(F)c1C(=O)N[C@H](C)C(C)(C)O,CD
Z04920,426597173,COc1ncc(C(=O)NCc2ccc(-c3ncon3)cc2)cn1,DD
Z04921,2356167211,CN1CCC[C@@]2(CCCN2C(=O)c2n[nH]c3c2COCC3)C1=O,DC
Z04922,4727284,Cn1nc(C(F)(F)F)cc1C(=O)Nc1ccccc1C(N)=O,DD
Z04923,3226347,Nc1c(NCc2ccccc2)c(=O)[nH]c(=O)n1Cc1ccccc1,DD
Z04924,2382426600,O=C(NC[C@H]1[C@@H]2CNC[C@@H](C2)c2cccc(=O)n21)c1cccn2cnnc12,FC
Z04925,91604241,O=C1C[C@@H](C(=O)N2CCc3nc[nH]c(=O)c3CC2)c2cc(F)ccc2N1,FC
Z04926,584888605,O=C(NC1CCN(C2CCCC2)CC1)N1CCN(C(=O)c2ccc[nH]2)CC1,FD
Z04927,220593288,Cc1ccc(F)c(C(=O)NC[C@H]2COCCO2)c1Cl,CD
Z04928,91365201,CSCc1noc(CNC(=O)[C@H]2COc3ccccc3C2)n1,DD
Z04929,78599868,O=C(NCc1nc(-c2cccnc2)no1)[C@@H]1COc2ccccc2C1,ED
Z04930,1529153793,COc1ccc(C)cc1[C@H](C(=O)O)N1CCN(C2CCOCC2)CC1,ED
Z04931,71661378,O=C1CNC[C@H](C(=O)Nc2ccccc2Oc2ccccc2)N1,DD
Z04932,952869594,Cc1cccc(CN2CCN(C(=O)CCc3cn[nH]c3)[C@@H](C)C2=O)c1,ED
Z04933,1565511878,O=C(CCCc1ccc(F)cc1)N[C@@H]1CNCC[C@@H]1O,CC
Z04934,534575335,Cc1csc(S(=O)(=O)NCc2noc([C@@H]3CCCO3)n2)c1,ED
Z04935,65386871,CC(=O)Nc1ccc(CNC(=O)CN[C@H](C)c2cnn(C)c2)cc1,ED
Z04936,1506419917,O=C(O)c1cnc(NCCCN2CCC[C@H](CO)C2)cn1,CC
Z04937,12381294,COc1ccc(S(=O)(=O)N2CCN(C(=O)C(C)(C)C)CC2)cc1OC,FD
Z04938,65394723,COC(=O)Cc1cnc(NC(=O)CN[C@@H](C)c2ccco2)s1,DD
Z04939,2382364832,CN(C)S(=O)(=O)C[C@H]1COC[C@@H]1NC(=O)c1ccccc1F,EC
Z04940,67622206,COc1ccc(CC(=O)N2CCN(c3ccc(C)nn3)CC2)cc1,ED
Z04941,20600182,C[C@H](NC(=O)c1ccccc1N1CCCC1)c1ncn[nH]1,CD
Z04942,952965903,Cc1cc(O)nc2ccc(S(=O)(=O)N3CCN(CC(C)C)[C@@H](CCO)C3)cc12,HD
Z04943,1166927211,CN(C)c1ccc(-c2ccnc(N3CCN4C(=O)OC[C@H]4C3)n2)cc1,ED
Z04944,1857667091,Cc1nc(C)c(CC(=O)N2CCN(c3ccc(F)cn3)[C@@H](C)C2)c(O)n1,FD
Z04945,1506418206,CCn1cc(CN2CCC(=O)N(Cc3ccc(S(C)(=O)=O)cc3)CC2)cn1,GD
Z04946,2384429577,COc1ccc(C(=O)N[C@@]2(C)CC3(CCN(CC(=O)O)CC3)OC[C@@H]2O)cn1,GC
Z04947,48187957,CCc1nc(NC(=O)NCCc2nccs2)nn1C,CD
Z04948,95483733,CC1=NC(=O)C2(CCN(C(=O)OC(C)(C)C)CC2)N1,CD
Z04949,8768206,COc1cc(NC(=O)Cn2c(=O)[nH]c3ccccc3c2=O)cc(OC)c1,FD
Z04950,824300247,COC1CCN(S(=O)(=O)N[C@@H](C)c2nncn2C(C)C)CC1,EC
Z04951,824465995,COCCn1cnnc1[C@@H](C)NC(=O)c1cnc(Nc2ccccc2)nc1,FD
Z04952,30822676,O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Cn3cncn3)cc1)C2=O,ED
Z04953,1857681881,CN1CCC[C@H]1C(=O)N[C@@H]1[C@H]2CC[C@@H]1CN(C(=O)c1cccc(-n3cnnc3)n1)C2,HC
Z04954,7889894,Cc1cccc(OCC(=O)N2CCN(c3ncccn3)CC2)c1,DD
Z04955,632665931,CC[C@]1(O)CCCN(S(=O)(=O)c2cccnc2)C1,CD
Z04956,2265381474,COC(=O)[C@H]1CCC(=O)CN(C(=O)OC(C)(C)C)C1,CD
Z04957,97757905,CC(=O)c1cc(C(=O)NCCCN2CCCC[C@H]2CO)cs1,DD
Z04958,1875250149,CCC[C@H]1COC[C@H]2CN(c3ccncc3F)CCN12,CD
Z04959,72165924,Cn1nnnc1SCCNC(=O)c1cnn2c1CCCC2,DC
Z04960,95388924,COCCNC(=O)c1cccc(S(=O)(=O)NCc2cnc(C)cc2C)c1,GD
Z04961,35884095,O=C(CN1CCN(c2ncccn2)CC1)Nc1ccc(Br)cn1,GD
Z04962,20452165,COc1ccc(CN(C)Cc2nccs2)cc1OC[C@H](O)CN1CCN(C)CC1,HD
Z04963,534666980,O=C(C1CCNCC1)N1CCN2C(=O)OC[C@H]2C1,CB
Z04964,16475488,COCCN(Cc1cc2cccc(C)c2[nH]c1=O)S(C)(=O)=O,DD
Z04965,252479850,Cc1cc(C(=O)NC[C@@H]2C[C@H](F)CN2)nc(C)n1,CC
Z04966,1875247792,O=C1N[C@@H]2COC[C@H]1CN(C(=O)c1cc(-n3cccn3)ccc1Cl)C2,FD
Z04967,36451677,CCOC(=O)CCN(CC(=O)OCC)C(=O)OC(C)(C)C,DD
Z04968,65370500,CCCn1cc(C(=O)N[C@H]2COC[C@@H]2OCC)c(C)n1,CD
Z04969,534650470,CCS(=O)(=O)[C@@H](C)C(=O)NCC1(CN2CCOCC2)CC1,DC
Z04970,244852520,CC[C@H](C(=O)NC1(C(=O)O)CCCC1)n1cccn1,CD
Z04971,299789346,O=C(CCC(=O)N1CC[C@@H]2OCc3cnnn3[C@H]2C1)NC1CCCCCC1,GD
Z04972,67696999,CCn1c(C2CCN(C(=O)CN3C[C@@H]4CC[C@H]3C4)CC2)n[nH]c1=O,EC
