rank,lig_id,zinc_id,affinity,delta_vs_AMP,arm,tanimoto_to_amp,can_smiles
810,Z44620,2382392943,-8.756,0.02,enrichment,0.136,O=C(N[C@H]1C[C@@H](C(=O)NCc2cccc(Cl)c2)C[C@@H]1O)c1cn[nH]c1
811,Z31230,5843546,-8.756,0.02,diversity,0.077,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl
812,Z01436,2383346496,-8.756,0.02,diversity,0.077,CN1CCc2ccc(C(=O)N3CCC4(CC3)C[C@@H]4NC(=O)C3(C)CC3)nc21
813,Z25964,92002195,-8.754,0.02,enrichment,0.176,CC1(C)Cc2nc(N3CCOCC3)ncc2[C@H](Nc2cc(N)ncn2)C1
814,Z08217,2325804028,-8.753,0.03,enrichment,0.133,CO[C@@H]1C[C@H](CNC(=O)Cc2cn3cccc(C)c3n2)N(c2cc(C)ncn2)C1
815,Z26937,72408475,-8.752,0.03,enrichment,0.144,COCCCN1C[C@]2(CCCN(c3ncnc4[nH]cnc34)C2)CCC1=O
816,Z04473,2100556472,-8.751,0.03,enrichment,0.134,CCCO[C@@H]1C[C@@H](C(=O)NCCn2cccn2)CC[C@H]1NC(=O)c1cnc(O)[nH]1
817,Z19639,426440427,-8.751,0.03,enrichment,0.133,Nc1cnc(-c2cccc(C(=O)NCCN3CCCC[C@@H]3CO)c2)cn1
818,Z39133,12575799,-8.75,0.03,enrichment,0.139,O=C(COc1ccccc1)N[C@H]1CC(=O)N(C2Cc3ccccc3C2)C1
819,Z14830,1565529866,-8.75,0.03,enrichment,0.135,CC(C)[C@H]1CN(C(=O)Cn2cnc3ccccc3c2=O)C[C@@H]1NS(C)(=O)=O
820,Z12768,534587856,-8.75,0.03,diversity,0.087,O=C(O)CN=c1cc[nH]c(-c2ccc(-c3cn[nH]c3)cc2)n1
821,Z13250,2100556434,-8.75,0.03,diversity,0.082,O=C1C[C@@H](c2ccc(-c3n[nH]c(-n4ccnc4)n3)cc2)CN1
822,Z42054,2382407847,-8.748,0.03,enrichment,0.149,O=C(O)[C@@]1(Cc2cccc(F)c2)CN(c2cc(O)ncn2)CC[C@H]1O
823,Z47663,2356147386,-8.748,0.03,diversity,0.067,O=C(O)c1c(-c2ccccc2)o[nH]c1=N[C@H]1COC2(CCNCC2)C1
824,Z06822,33357,-8.748,0.03,diversity,0.067,O=C1c2ccccc2S(=O)(=O)N1c1c(F)c(F)nc(F)c1F
825,Z05261,826849007,-8.747,0.03,diversity,0.126,NC(=O)c1csc(S(=O)(=O)NCc2nncn2C2CCCCC2)c1
826,Z01704,136094713,-8.746,0.03,diversity,0.087,Cc1ccc(N2O[C@@H]3C(=O)NC(=O)[C@@H]3[C@H]2c2ccco2)cc1
827,Z28060,2356151628,-8.746,0.03,diversity,0.097,Cn1cccc1-c1nnc2ccc(C(=O)N3C[C@H]4C(=O)OC[C@H]4C3)cn12
828,Z39585,77540340,-8.745,0.03,enrichment,0.144,CCn1c(N)nc2cc(C(=O)NCC3(N4CCOCC4)CCCC3)cnc21
829,Z02396,1857737282,-8.745,0.03,enrichment,0.135,CC(C)=CCCN1C[C@@H]2[C@H](CNS(=O)(=O)c3cn[nH]c3)[C@H]3CC[C@]2(C1)O3
830,Z24941,12379548,-8.745,0.03,diversity,0.070,CC(=O)NS(=O)(=O)c1ccc(NC(=O)[C@@H]2CC(Cl)=CC[C@H]2C(=O)O)cc1
831,Z14039,244691918,-8.744,0.03,enrichment,0.149,NC(=O)[C@H]1CCCN(CCNC(=O)c2cnc(N)nc2C(F)(F)F)C1
832,Z15953,1772704322,-8.744,0.03,diversity,0.122,Cc1nnc2n1C[C@H](CNC(=O)c1cc(O)cc(OCC(C)C)c1)C2
833,Z42181,35597279,-8.741,0.04,enrichment,0.136,O=C(Cc1ccccc1)N1CCN(c2cc(-n3cccn3)ncn2)CC1
834,Z27137,2325768157,-8.741,0.04,diversity,0.089,O=C(NC1CCN(c2ccncc2)CC1)c1nc2nc(C(F)(F)F)ccn2n1
835,Z04845,2382396580,-8.74,0.04,enrichment,0.148,Cc1cc(N2CC[C@@H](O)[C@@](Cc3cccc(F)c3)(C(=O)O)C2)ncn1
836,Z36278,13690271,-8.74,0.04,diversity,0.067,O=c1c2ccccc2cnn1CCc1nnc(S)n1-c1cccnc1
837,Z46695,91679618,-8.738,0.04,diversity,0.071,Cc1ccc(C)c2c(=O)cc(CNCc3cc(=O)[nH]cn3)[nH]c12
838,Z03855,2386278802,-8.738,0.04,diversity,0.088,Cc1cc(-c2cccc(O)c2)c(S(=O)(=O)NC[C@H]2CN(C)C(=O)CO2)cc1C
839,Z16282,2325842008,-8.737,0.04,diversity,0.087,CNC(=O)Cn1ccc(NS(=O)(=O)c2c[nH]c(C(=O)N3CCCC3)c2)n1
840,Z36296,2356164340,-8.737,0.04,diversity,0.103,O[C@H]1CCCN(c2ccnc(N=c3nc(C(F)(F)F)[nH][nH]3)n2)C1
841,Z32878,2325769174,-8.737,0.04,diversity,0.080,O=C(N[C@@H]1C[C@H]2CN[C@@H]1C2)[C@@H]1CC(=O)N(c2cc(F)cc(F)c2)C1
842,Z06051,5846195,-8.736,0.04,enrichment,0.189,O=C(O)[C@H]1O[C@@H](Oc2cccc3cccnc23)[C@H](O)[C@@H](O)[C@@H]1O
843,Z49373,2382408291,-8.736,0.04,enrichment,0.139,Cc1cc(N)n(CC(=O)N2C[C@H]3[C@@H](CNC(=O)c4cc[nH]c4)[C@@H]4CC[C@@]3(C2)O4)n1
844,Z21084,2325801602,-8.736,0.04,diversity,0.094,CO[C@@H](CN=c1ncnc(N[C@H]2CCCNC2)[nH]1)c1cccc(C)c1
845,Z03202,2325794908,-8.736,0.04,diversity,0.100,Nc1c(C(=O)N2CC[C@@]3(CC(=O)CO3)C2)cnn1-c1ccc(F)cc1
846,Z36286,97636555,-8.735,0.04,diversity,0.095,O=C(O)COc1ccc(-c2cnccn2)cc1CN1CCc2n[nH]cc2C1
847,Z22878,2325782833,-8.733,0.04,diversity,0.124,CO[C@@H]1COC[C@H]1n1cc(C(=O)NCC2CC(C(F)(F)F)C2)nn1
848,Z39863,216090082,-8.732,0.05,enrichment,0.136,CN(Cc1nnc(-c2ccccc2)o1)C(=O)c1ccc(N)nc1
849,Z49652,48270391,-8.73,0.05,enrichment,0.140,O=C(NC[C@@H]1COc2ccccc2C1)c1cn2cccnc2n1
850,Z12365,71747349,-8.727,0.05,enrichment,0.159,Cc1nc(N)ncc1C(=O)N1CCO[C@@H](Cc2cccc(F)c2)C1
851,Z27993,222765544,-8.727,0.05,enrichment,0.159,O=C(N[C@@H]1CCOC[C@H]1Oc1ccccn1)c1cc2ncccn2n1
852,Z32573,65385546,-8.726,0.05,enrichment,0.143,Nc1ncc(CN2C[C@@H]3CN(Cc4ccccc4)C[C@]3(C(=O)O)C2)cn1
853,Z39048,2383335162,-8.726,0.05,diversity,0.092,OCCn1nc(-c2cccnc2O)nc1-c1ccc2cc[nH]c2n1
854,Z18150,2356155059,-8.725,0.05,enrichment,0.137,CO[C@@H]1CC[C@H](C(=O)N2CCc3nc(C)[nH]c3C2)C[C@H]1Nc1cc(C)ncn1
855,Z00284,95497004,-8.725,0.05,diversity,0.088,CC(C)c1nccn1[C@@H](C)C(=O)N1CCc2onc(C(=O)N(C)C)c2C1
856,Z29886,299792811,-8.724,0.05,enrichment,0.143,O=C1CO[C@@H](COc2ccc(F)cc2)CN1C1CCN(CCn2ccnc2)CC1
857,Z42487,1565525795,-8.722,0.06,enrichment,0.159,O=C(N[C@H]1CCOC[C@@H]1Oc1ccccn1)c1cc2ncccn2n1
858,Z08958,2325819821,-8.722,0.06,diversity,0.088,Cc1c(-c2nc([C@@H]3CCCN3S(C)(=O)=O)no2)cnc2ccnn12
859,Z30319,2382422798,-8.721,0.06,enrichment,0.138,C[C@]1(NC(=O)c2cnccn2)CCOC2(CCN(CCn3cccn3)CC2)[C@@H]1O
860,Z41001,1565511975,-8.721,0.06,enrichment,0.138,CC(C)Cc1cc(C(=O)N[C@H]2COCC[C@@H]2Oc2ccccn2)nc(O)n1
861,Z37559,2325797123,-8.721,0.06,diversity,0.131,O=C(NC[C@H]1C[C@@H]2C[C@H]1[C@@H](O)[C@H]2O)c1nccc2c(Cl)cccc12
862,Z23603,71278989,-8.721,0.06,diversity,0.094,CCNC(=O)[C@@H]1C[C@@H](N)CN1S(=O)(=O)c1cccc(-c2csc(C)n2)c1
863,Z29754,67894220,-8.72,0.06,enrichment,0.148,CC(C)(O)c1cn(C[C@@H]2CCCN(c3ncnc4[nH]cnc34)C2)nn1
864,Z37120,2325780390,-8.72,0.06,diversity,0.071,Cc1nnc(N2CCN(c3nccc(=NCC(C)C)[nH]3)CC2)nc1C
865,Z18914,2325785427,-8.72,0.06,diversity,0.109,O=C(C[C@H]1CN(C(=O)c2ccsn2)C2(CCC2)CO1)N1C[C@@H]2CCO[C@@H]2C1
866,Z30003,1704335197,-8.719,0.06,enrichment,0.157,Cn1ncc2c(N)nc(N3C[C@@H](O)[C@H](Cc4ccncc4)C3)nc21
867,Z31081,260848,-8.719,0.06,enrichment,0.151,Cc1cc(C)cc(OCC(=O)N2CCC(C(N)=O)CC2)c1
868,Z13049,2386272543,-8.719,0.06,enrichment,0.143,CCc1nc(C)c(C(=O)NC[C@@H]2CC[C@H](CC(=O)NCc3ccccn3)N2C)o1
869,Z19860,1940195074,-8.716,0.06,enrichment,0.143,Cc1cc(CNC(=O)[C@@H]2C[C@H](O)[C@@H](NC(=O)COc3ccc(F)cc3)C2)on1
870,Z26453,223244270,-8.715,0.06,enrichment,0.144,NC(=O)CO[C@@H]1COCC[C@H]1NC(=O)c1cnc2sccn2c1=O
871,Z00212,1565515876,-8.713,0.07,enrichment,0.135,O=C(N[C@@H]1[C@@H]2CCO[C@@H]2[C@H]1N1CCCCC1)c1cn2cccnc2n1
872,Z24056,426551410,-8.713,0.07,diversity,0.074,CN1CC(=O)N(CC(=O)NCC[C@@]2(c3ccccc3)CCOC(C)(C)C2)C1=O
873,Z13779,95390160,-8.711,0.07,enrichment,0.141,COCC(=O)N1CCC(C(=O)N2CCC[C@H](C(=O)c3ccccn3)C2)CC1
874,Z23534,1857732462,-8.711,0.07,enrichment,0.140,Cc1ccc(C(=O)NC[C@H]2[C@H]3CN(CCCn4cccn4)C[C@]34CC[C@H]2O4)cn1
875,Z46993,215437328,-8.711,0.07,diversity,0.116,O=C(O)COc1ccc(CN2CCN(c3ccnc4nncn34)CC2)cc1
876,Z05998,426642857,-8.709,0.07,enrichment,0.134,Nc1cnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)cc2)cn1
877,Z07211,106963509,-8.708,0.07,enrichment,0.143,OCC[C@@H]1CN(c2ncnc3[nH]cnc23)CCN1Cc1ccccc1
878,Z09570,2356151911,-8.708,0.07,enrichment,0.133,Cc1cc(C[C@@H]2COC[C@@H]2NC(=O)c2cccc3ncnn23)on1
879,Z23709,2325784881,-8.708,0.07,diversity,0.117,Cn1nncc1C(=O)N=S1(=O)CCC2(CC1)CN(c1ncns1)CCO2
880,Z23568,426734537,-8.708,0.07,diversity,0.099,O=C(NCc1cc2cc(Cl)ccc2[nH]1)N1CCN(Cc2nc[nH]n2)CC1
881,Z38097,67840875,-8.708,0.07,diversity,0.097,CC(C)C[C@H]1CN(C(=O)c2cc(-n3cnnn3)ccc2O)CC[C@@]1(C)O
882,Z48846,1704336893,-8.707,0.07,enrichment,0.145,NC1(C(=O)N2C[C@H](O)[C@H](Cc3ccnc4ccccc34)C2)CCCC1
883,Z15092,77426264,-8.707,0.07,enrichment,0.135,CCn1c(N)nc2cc(C(=O)NCCc3nc(C)cc(=O)[nH]3)cnc21
884,Z28736,96152150,-8.707,0.07,diversity,0.068,C[C@@]1(NC(=O)Nc2cc(NS(C)(=O)=O)ccc2F)CCS(=O)(=O)C1
885,Z29122,223311096,-8.706,0.07,enrichment,0.136,Cc1cnc2c(C(=O)N[C@H](Cc3ccncc3)[C@H]3C[C@@H](O)C3)cnn2c1
886,Z19477,72421608,-8.706,0.07,diversity,0.105,COc1ccc2[nH]nc(CN3CCC(N4CCC(O)CC4)CC3)c2c1
887,Z02428,1506401655,-8.704,0.07,diversity,0.131,NC(=O)CCN(CCc1ccccc1)C(=O)c1cc2ncccn2n1
888,Z16924,95098728,-8.704,0.07,diversity,0.089,C[C@@H]1C[C@@H](C)CN(Cc2nc3c(=O)n(C)c(=O)n(C)c3[nH]2)C1
889,Z20336,2382407866,-8.703,0.08,enrichment,0.140,Cc1ccc(OCC(=O)NC[C@H]2CC[C@@H](CC(=O)N3CCOCC3)N2C)cc1
890,Z28994,72123989,-8.701,0.08,diversity,0.094,CC(C)(N)c1cn([C@@H]2c3ccccc3C3(CCNCC3)[C@H]2O)nn1
891,Z19514,2325858530,-8.7,0.08,enrichment,0.143,O=C(Nc1ccccc1N1CCNCC1)c1ccc2c(O)ncnc2c1
